日期,配额类型,开盘价,最高价,最低价,收盘价,涨幅,日成交量,日成交额,交易方式
2023-08-18,CEA,72.0,73.0,72.0,72.85,3.92,1483500.0,87183000.0,大宗协议交易
2023-08-21,CEA,67.5,67.5,67.5,67.5,-7.34,10123.0,683302.5,挂牌协议交易
2023-08-22,CEA,67.2,74.0,67.2,72.73,7.75,45328.0,3296741.6,挂牌协议交易
2023-08-22,CEA,67.2,74.0,67.2,72.73,7.75,370000.0,18500000.0,大宗协议交易
2023-08-23,CEA,75.0,75.0,74.0,74.76,2.79,84992.0,6354222.0,挂牌协议交易
2023-08-23,CEA,75.0,75.0,74.0,74.76,2.79,784816.0,49053033.47,大宗协议交易
2023-08-24,CEA,67.9,75.0,67.9,72.3,-3.29,42621.0,3081405.95,挂牌协议交易
2023-08-24,CEA,67.9,75.0,67.9,72.3,-3.29,371400.0,25049840.0,大宗协议交易
2023-08-25,CEA,66.02,75.0,66.02,73.06,1.05,24744.0,1807758.84,挂牌协议交易
2023-08-25,CEA,66.02,75.0,66.02,73.06,1.05,1199703.0,73933962.0,大宗协议交易
